ProductID	Alias
424_34424E0122360182_SS23-S	8056353118185
424_34424H2223600999_SS23-L	2100001723934
424-MFTW-0005/37	2100001799458
424-MFTW-0005/40	2100001799489
424-MFTW-0005/43	2100001799519
424-MFTW-0006/42	2100001931643
424-MFTW-0006/45	2100001931674
424-MFTW-0007/37	2100001931506
424-MFTW-0007/41	2100001931544
424-MFTW-0007/44	2100001931575
424-MFTW-0008/42	2100002048548
424-MFTW-0008/42	659465270628
424-MFTW-0009/39	2100002048593
424-MFTW-0009/39	659465235429
424-MFTW-0009/46	2100002048661
424-MFTW-0009/46	659465006814
424-MFTW-0010/39	2100002048678
424-MFTW-0010/39	659465091810
424-MFTW-0010/44	2100002048722
424-MFTW-0010/44	659465147401
424-MFTW-0011/43	2100001799885
424-MFTW-0011/44	2100001799892
424-MFTW-0011/46	2100001799915
424-MOTW-0010/48	2100002047619
424-MOTW-0010/48	659465289231
424-MOTW-0010/50	2100002047626
424-MOTW-0010/50	659465173110
424-MOTW-0010/52	2100002047633
424-MOTW-0010/52	659465201424
424-MOTW-0011/48	2100002201615
424-MOTW-0011/48	659465232442
424-XBTM-0001/50	2100001799052
424-XHDS-0001/M	2100001815530
424-XHDS-0001/M	2100001816377
424-XHDS-0002/XS	8056353112008
424-XHDS-0003/L	8056353104812
424-XHDS-0004/M	8056353111131
424-XOTW-0003/L	8056353102436
424-XOTW-0004/S	8056353116839
424-XOTW-0006/48	659465183195
424-XTPS-0002/L	2100002079061
424-XTPS-0004/S	8056353111711
424-XTPS-0004/XL	8056353111735
424-XTPS-0005/52	659465390746
424-XTSH-0001/M	1403558023207
4SD-MACC-0001/48	2100001725662
4SD-MACC-0001/48	8050593359735
4SD-MACC-0001/52	2100001725686
4SD-MACC-0001/52	8050593359759
4SD-MACC-0001/54	2100001725693
4SD-MACC-0001/54	8050593359766
4SD-MBTM-0001/48	2100001843038
4SD-MBTM-0001/48	8059777913534
4SD-MBTM-0002/48	2100001725846
4SD-MBTM-0002/48	8050593358233
4SD-MBTM-0002/52	2100001725860
4SD-MBTM-0002/52	8050593358257
4SD-MBTM-0003/52	2100001725891
4SD-MBTM-0003/52	8050593358943
4SD-MBTM-0004/48	2100001943295
4SD-MBTM-0004/48	8059777919420
4SD-MBTM-0006/48	2100001726119
4SD-MBTM-0006/48	8059777912643
4SD-MBTM-0006/52	2100001726133
4SD-MBTM-0006/52	8059777912667
4SD-MBTM-0007/48	2100001943325
4SD-MBTM-0007/48	8059777919635
4SD-MBTM-0008/44	2100001943332
4SD-MBTM-0008/44	8059777919697
4SD-MBTM-0009/50	2100001842994
4SD-MBTM-0009/50	8059777913268
4SD-MHDS-0001/M	2100001842925
4SD-MHDS-0001/M	8059777913671
4SD-MHDS-0002/M	2100001943486
4SD-MHDS-0002/M	8059777918553
4SD-MHDS-0003/L	2100001725730
4SD-MHDS-0003/L	8050593359605
4SD-MHDS-0004/52	2100001843342
4SD-MHDS-0004/52	8059777914951
4SD-MHDS-0007/M	2100001843571
4SD-MHDS-0008/M	2100001843588
4SD-MOTW-0001/44	2100001843113
4SD-MOTW-0001/44	8059777914128
4SD-MOTW-0001/46	2100001843120
4SD-MOTW-0001/46	8059777914135
4SD-MOTW-0002/44	2100001843175
4SD-MOTW-0002/44	8059777914197
4SD-MOTW-0002/46	2100001843182
4SD-MOTW-0002/46	8059777914203
4SD-MOTW-0002/48	2100001843199
4SD-MOTW-0002/48	8059777914210
4SD-MOTW-0003/44	2100001843281
4SD-MOTW-0003/44	8059777914685
4SD-MOTW-0003/46	2100001843298
4SD-MOTW-0003/46	8059777914692
4SD-MOTW-0005/48	2100001843250
4SD-MOTW-0005/48	8059777914494
4SD-MOTW-0005/52	2100001843274
4SD-MOTW-0005/52	8059777914517
4SD-MOTW-0006/52	2100001726164
4SD-MOTW-0006/52	8050593359711
4SD-MOTW-0006/54	2100001726171
4SD-MOTW-0006/54	8050593359728
4SD-MTPS-0001/L	2100001725938
4SD-MTPS-0001/L	8050593357984
4SD-MTPS-0001/XL	2100001725969
4SD-MTPS-0001/XL	8050593357991
4SD-MTPS-0001/XXL	2100001725976
4SD-MTPS-0001/XXL	8050593359452
4SD-MTPS-0002/S	2100001726003
4SD-MTPS-0002/S	8050593359469
4SD-MTPS-0005/XXL	2100001725129
4SD-MTPS-0005/XXL	8050593359865
4SD-MTPS-0006/L	2100001725136
4SD-MTPS-0006/L	8050593359896
4SD-MTPS-0006/S	2100001725150
4SD-MTPS-0006/S	8050593359872
4SD-MTPS-0007/S	2100001943240
4SD-MTPS-0007/S	8059777915972
4SD-MTPS-0008/L	2100001943448
4SD-MTPS-0008/L	8059777917853
53BC-8	2100000435784
54LE-1153/28	2100000010905
54LE-1153/28	2100000436163
54LE-1215/6	2100000436422
54LE-1215/6	2100000436446
58LE-95/40	2100000443376
60RA-1236/5.5	2100000050864
64D-1/9.5	2100000445486
69LE-1699/M	2100000449262
69LE-1715/26	2100000449446
69LE-1821/M	2100000449804
69LE-1839/0	2100000449958
69LE-2510/11	2100000058624
69LE-2511/8	2100000058723
69LE-2563/6.5	2100000048236
69LE-2563/8	2100000048267
69LE-2615/6	2100000061563
69LE-2616/6.5	2100000061662
69LE-2672/8	2100000067251
69LE-3188	2100000451425
69LE-3455	2100001649951
72V-7/3XL	2100000042944
73A-1351/L	2100000100798
73A-1420/26	2100000154555
73A-1448/S	2100000163212
73A-1529/30	2100000148455
73A-1634/L	100000007624
73A-1634/L	2100000152988
74NGG-AP-3/26	2100000073825
74NGG-AP-38/M	2100000374410
74NGG-HP-1077/XXS	2100000095070
95-ARA-2001/37	10329140
95-ASE-0004/M	10353012
95-ASE-0005/XS	10352992
95-ASE-1004/S	10343563
95-ASE-1006/S	10343574
95-ASE-1008/XS	10343584
95-ASE-1011/L	10352991
95-ASE-1014/L	10353006
95-ASE-1015/M	10353009
95-ASE-1015/S	10353008
95-ASE-1016/S	10353295
95-ASH-1002/M	10331695
95-ASH-1003/L	10331700
95-ASH-1005/50	10331708
95-ASH-1006/S	10331712
95-ASH-1008/L	10331730
95-ASH-1012/34	10346067
95-ASH-1013/M	10346071
95-ASH-1013/XL	10346073
95-ASH-1017/M	10346086
95-ASH-1017/S	10346085
95-ASH-1018/L	10346091
95-ASH-1018/S	10346089
95-ASH-1020/S	10346097
95-ASH-1020/XL	10346100
95-ASH-1021/30	10346102
95-ASH-1022/30	10346106
95-ASH-1022/34	10346108
16AB-541/17.5	2100000425860
16AB-541/17.5	2100000427314
16AB-626/16	2100000426195
16AB-626/16	2100000427703
16AB-631B/16	2100000426232
16AB-631B/16	2100000427758
16AB-632/16	2100000426249
16AB-632/16	2100000427741
16AB-641/16	2100000426287
16AB-641/16	2100000426461
41C-134/40S	2100000431861
41C-134/40S	2100000431885
424_34424E0122360182_SS23-L	2100001723439
424_34424E0122360182_SS23-L	2100001845735
424_34424E0122360182_SS23-L	8056353100029
424_34424E07S223601621_SS23-XL	2100001723620
424-MBTM-0027/48	1403558059213
424-MBTM-0027/48	2100002606311
424-MBTM-0027/54	1403558059244
424-MBTM-0027/54	2100002606342
424-MFTW-0005/42	2100001799502
424-MFTW-0006/38	2100001931605
424-MFTW-0006/39	2100001931612
424-MFTW-0006/41	2100001931636
424-MFTW-0006/44	2100001931667
424-MFTW-0007/40	2100001931537
424-MFTW-0007/43	2100001931568
424-MFTW-0008/45	2100002048579
424-MFTW-0008/45	659465168642
424-MFTW-0009/41	2100002048616
424-MFTW-0009/41	659465150166
424-MFTW-0009/42	2100002048623
424-MFTW-0009/42	659465151507
424-MFTW-0009/45	2100002048654
424-MFTW-0009/45	659465395772
424-MFTW-0010/43	2100002048715
424-MFTW-0010/43	659465359507
424-MFTW-0010/46	2100002048746
424-MFTW-0010/46	659465070099
424-MFTW-0011/37	2100001799823
424-MFTW-0011/39	2100001799847
424-MFTW-0011/45	2100001799908
424-MOTW-0011/50	2100002201622
424-MOTW-0011/50	659465191138
424-MOTW-0011/52	2100002201639
424-MOTW-0011/52	659465369391
424-MSNK-0016/43	2100001724979
424-MSNK-0016/43	8056353099170
424-MSNK-0016/44	2100001724986
424-MSNK-0016/44	8056353109428
424-XBTM-0001/44	2100001799021
424-XHDS-0001/S	2100001815523
424-XHDS-0001/S	2100001816360
424-XHDS-0002/S	8056353111650
424-XHDS-0005/L	2100001931957
424-XHDS-0005/M	2100001931940
424-XOTW-0001/50	2100002079108
424-XOTW-0004/L	8056353102399
424-XTPS-0005/48	659465419010
424-XTPS-0005/54	659465461194
4SD-MACC-0001/50	2100001725679
4SD-MACC-0001/50	8050593359742
4SD-MBTM-0001/46	2100001843021
4SD-MBTM-0001/46	8059777913527
4SD-MBTM-0002/50	2100001725853
4SD-MBTM-0002/50	8050593358240
4SD-MBTM-0003/50	2100001725884
4SD-MBTM-0003/50	8050593358936
4SD-MBTM-0004/50	2100001943301
4SD-MBTM-0004/50	8059777919437
4SD-MBTM-0005/46	2100001943387
4SD-MBTM-0005/46	8059777919840
4SD-MBTM-0006/50	2100001726126
4SD-MBTM-0006/50	8059777912650
4SD-MBTM-0008/48	2100001943356
4SD-MBTM-0008/48	8059777919710
4SD-MBTM-0008/50	2100001943363
4SD-MBTM-0008/50	8059777919727
4SD-MBTM-0008/52	2100001943370
4SD-MBTM-0008/52	8059777919734
4SD-MHDS-0001/L	2100001842932
4SD-MHDS-0001/L	8059777913688
4SD-MHDS-0001/S	2100001842918
4SD-MHDS-0001/S	8059777913664
4SD-MHDS-0003/S	2100001725754
4SD-MHDS-0003/S	8050593359582
4SD-MHDS-0004/50	2100001843335
4SD-MHDS-0004/50	8059777914944
4SD-MHDS-0005/L	2100001843618
4SD-MHDS-0006/M	2100001843625
4SD-MOTW-0003/48	2100001843304
4SD-MOTW-0003/48	8059777914708
4SD-MOTW-0003/52	2100001842901
4SD-MOTW-0005/44	2100001843236
4SD-MOTW-0005/44	8059777914470
4SD-MOTW-0005/50	2100001843267
4SD-MOTW-0005/50	8059777914500
4SD-MOTW-0006/48	2100001726140
4SD-MOTW-0006/48	8050593359698
4SD-MOTW-0006/50	2100001726157
4SD-MOTW-0006/50	8050593359704
4SD-MOTW-0007/52	2100001725723
4SD-MOTW-0007/52	8050593359681
4SD-MOTW-0008/44	2100001843069
4SD-MOTW-0008/44	8059777911097
4SD-MOTW-0008/46	2100001843076
4SD-MOTW-0008/46	8059777913503
4SD-MTPS-0002/M	2100001725990
4SD-MTPS-0002/M	8050593359476
4SD-MTPS-0004/M	2100001725044
4SD-MTPS-0004/M	8050593357946
4SD-MTPS-0004/XL	2100001725068
4SD-MTPS-0004/XL	8050593357960
4SD-MTPS-0005/L	2100001725082
4SD-MTPS-0005/L	8050593359841
4SD-MTPS-0006/XL	2100001725167
4SD-MTPS-0006/XL	8050593359902
4SD-MTPS-0007/L	2100001943226
4SD-MTPS-0007/L	8059777915996
4SD-MTPS-0008/M	2100001943455
4SD-MTPS-0008/M	8059777917839
4SD-S23/123/0974/1290-XXL	2100001725075
4SD-S23/125/0972/0690-M	2100001725099
4SD-S23/135/0963/03-L	2100001725181
4SD-S23/135/0963/03-M	2100001725198
4SD-S23/259/0981/90-50	2100001725228
54LE-214/2XS	2100000011308
54LE-214/2XS	2100000438099
57BD-813/4	2100000439102
57BD-813/4	2100000439119
58LE-2182/6	2100000012947
58LE-719/40	2100000442836
60RA-1235/33-34	2100000498581
69LE-1730/M	2100000449637
69LE-1771/26	2100000311897
69LE-2245/8	2100000047079
69LE-2563/7.5	2100000048250
69LE-2564/8.5	2100000048328
95-ARA-1011/XS	10343487
95-ASE-0001/L	10343550
95-ASE-0001/M	10343549
95-ASE-0003/M	10353015
95-ASE-0003/S	10353014
95-ASE-0003/XS	10353013
95-ASE-0004/XS	10353010
95-ASE-1002/M	10343545
95-ASE-1002/S	10343544
95-ASE-1003/XS	10343552
95-ASE-1004/L	10343565
95-ASE-1006/XS	10343573
95-ASE-1009/OS	10343593
95-ASE-1012/L	10352998
95-ASE-1013/L	10353002
95-ASE-1013/XS	10352999
95-ASE-1014/S	10353004
95-ASE-1016/XS	10353294
95-ASH-0001/M	10331702
95-ASH-0002/L	10346111
95-ASH-0002/M	10346110
95-ASH-0002/XL	10346112
95-ASH-1001/L	10331693
95-ASH-1001/S	10331691
95-ASH-1002/L	10331696
95-ASH-1002/XL	10331697
95-ASH-1006/L	10331714
95-ASH-1006/M	10331713
95-ASH-1007/XL	10331723
95-ASH-1008/XL	10331731
95-ASH-1010/S	10331736
95-ASH-1010/XL	10331739
95-ASH-1011/L	10331742
95-ASH-1012/30	10346065
95-ASH-1013/S	10346070
95-ASH-1015/S	10346077
95-ASH-1017/L	10346087
95-ASH-1019/L	10346095
95-ASH-1019/M	10346094
95-ASH-1019/S	10346093
95-ASH-1019/XL	10346096
95-ASH-1021/32	10346103
95-ASH-1021/34	10346104
16AB-524/18.5	2100000425778
16AB-524/18.5	2100000427215
16AB-541/18.5	2100000425877
16AB-541/18.5	2100000427307
16AB-544/16	2100000425907
16AB-544/16	2100000427345
16AB-610/M	2100000426140
16AB-610/M	2100000427659
16AB-629B/16	2100000426218
16AB-629B/16	2100000427727
16AB-639/16	2100000426270
16AB-639/16	2100000426430
287-BLACK-S	2100001687557
424_34424E011RX2360182_SS23-M	2100001723354
424_34424E011RX2360182_SS23-S	2100001723361
424_34424E02R23600789_SS23-L	2100001723514
424_34424E02R23600789_SS23-L	2100001845773
424_34424E02R23600789_SS23-L	8056353099316
424_34424E02R23600789_SS23-M	2100001723521
424_34424E02R23600789_SS23-M	2100001845780
424_34424E02R23600789_SS23-M	8056353111384
424_34424M3423603299_SS23-L	2100001724184
424_34424M3423603299_SS23-L	2100001846077
424_34424M3423603299_SS23-L	8056353099927
424_34424M3423603299_SS23-M	2100001724191
424_34424M3423603299_SS23-M	2100001846084
424_34424M3423603299_SS23-M	8056353110585
424_34424M3423603299_SS23-XL	2100001724214
424_34424M3423603299_SS23-XL	2100001846107
424_34424M3423603299_SS23-XL	8056353110592
424-MBTM-0027/50	1403558059220
424-MBTM-0027/50	2100002606328
424-MBTM-0027/52	1403558059237
424-MBTM-0027/52	2100002606335
424-MBTM-0027/56	1403558059251
424-MBTM-0027/56	2100002606359
424-MFTW-0005/38	2100001799465
424-MFTW-0005/41	2100001799496
424-MFTW-0005/44	2100001799526
424-MFTW-0007/38	2100001931513
424-MFTW-0007/42	2100001931551
424-MFTW-0007/45	2100001931582
424-MFTW-0008/40	2100002048524
424-MFTW-0008/40	659465471544
424-MFTW-0008/43	2100002048555
424-MFTW-0008/43	659465157783
424-MFTW-0008/46	2100002048586
424-MFTW-0008/46	659465114915
424-MFTW-0009/40	2100002048609
424-MFTW-0009/40	659465193842
424-MFTW-0009/43	2100002048630
424-MFTW-0009/43	659465003417
424-MFTW-0010/41	2100002048692
424-MFTW-0010/41	659465495663
424-MOTW-0011/54	2100002201646
424-MOTW-0011/54	659465186073
424-MOTW-0011/56	2100002201608
424-MOTW-0011/56	659465292835
424-XBTM-0001/46	2100001799038
424-XHDS-0002/M	8056353111667
424-XOTW-0001/46	2100002079092
424-XOTW-0002/S	8056353116754
424-XOTW-0005/46	8056353116587
424-XTPS-0002/XL	2100002079078
424-XTPS-0003/S	2100002079085
424-XTPS-0005/50	659465338045
424-XTPS-0006/L	2100001932114
4SD-MBTM-0001/44	2100001843014
4SD-MBTM-0001/44	8059777913510
4SD-MBTM-0001/50	2100001843045
4SD-MBTM-0001/50	8059777913541
4SD-MBTM-0003/48	2100001725877
4SD-MBTM-0003/48	8050593358929
4SD-MBTM-0005/48	2100001943394
4SD-MBTM-0005/48	8059777919857
4SD-MBTM-0005/50	2100001943400
4SD-MBTM-0005/50	8059777919864
4SD-MBTM-0008/46	2100001943349
4SD-MBTM-0008/46	8059777919703
4SD-MBTM-0009/44	2100001839864
4SD-MBTM-0009/44	2100001842871
4SD-MBTM-0009/44	2100001842888
4SD-MBTM-0009/48	2100001842987
4SD-MBTM-0009/48	8059777913251
4SD-MBTM-0009/52	2100001843007
4SD-MBTM-0009/52	8059777913275
4SD-MFTW-0001/43	2100001726089
4SD-MFTW-0001/43	8050593359780
4SD-MHDS-0007/XL	2100001843656
4SD-MOTW-0001/50	2100001843144
4SD-MOTW-0001/50	8059777914159
4SD-MOTW-0002/50	2100001843205
4SD-MOTW-0002/50	8059777914227
4SD-MOTW-0002/54	2100001843229
4SD-MOTW-0002/54	8059777914241
4SD-MOTW-0005/46	2100001843243
4SD-MOTW-0005/46	8059777914487
4SD-MOTW-0007/48	2100001725709
4SD-MOTW-0007/48	8050593359667
4SD-MOTW-0008/50	2100001843090
4SD-MOTW-0008/50	8059777913619
4SD-MOTW-0008/52	2100001843106
4SD-MOTW-0008/52	8059777913626
4SD-MTPS-0001/M	2100001725945
4SD-MTPS-0001/M	8050593357977
4SD-MTPS-0002/XL	2100001726010
4SD-MTPS-0002/XL	8050593359490
4SD-MTPS-0003/L	2100001943196
4SD-MTPS-0003/L	8059777916061
4SD-MTPS-0003/S	2100001943219
4SD-MTPS-0003/S	8059777916030
4SD-MTPS-0004/S	2100001725051
4SD-MTPS-0004/S	8050593359124
4SD-MTPS-0005/S	2100001725105
4SD-MTPS-0005/S	8050593359827
4SD-MTPS-0006/M	2100001725143
4SD-MTPS-0006/M	8050593359889
4SD-MTPS-0007/M	2100001943233
4SD-MTPS-0007/M	8059777915989
4SD-S23/135/0963/03-XXL	2100001725204
4SD-S23/256N/0974/1290-52	2100001725211
4SD-S23/259/0981/90-48	2100002009693
54LE-1348/4	2100000437023
54LE-1348/4	2100000437047
57BD-823/4	2100001555061
58LE-1133/28	2100000011759
67V-664/42	2100000448241
67V-75/8	2100000041558
69LE-1627/L	2100000400461
69LE-1698/M	2100000111398
69LE-1711/S	2100000449385
69LE-1713/M	2100000449408
69LE-1727/XS	2100000449606
69LE-1820/4	2100000449798
95-ASE-0005/M	10352994
95-ASE-1001/XS	10333726
95-ASE-1002/L	10343546
95-ASE-1006/L	10343576
95-ASE-1006/M	10343575
95-ASE-1007/XS	10343578
95-ASE-1010/M	10343559
95-ASE-1012/XS	10352995
95-ASE-1014/M	10353005
95-ASE-1016/L	10353297
95-ASE-1016/M	10353296
95-ASH-0002/S	10346109
95-ASH-1003/S	10331698
95-ASH-1003/XL	10331701
95-ASH-1005/46	10331706
95-ASH-1006/XL	10331715
95-ASH-1007/L	10331722
95-ASH-1007/M	10331721
95-ASH-1010/M	10331737
95-ASH-1012/28	10346064
95-ASH-1014/L	10346076
95-ASH-1014/S	10346074
95-ASH-1015/L	10346079
95-ASH-1015/M	10346078
95-ASH-1015/XL	10346080
95-ASH-1016/L	10346083
95-ASH-1016/M	10346082
95-ASH-1018/XL	10346092
95-ASH-1020/L	10346099
95-ASH-1021/28	10346101
95-ASH-1022/28	10346105
95-ASK-2005/10.5	10350865
95-ASK-2008/9	10355216
95-ASK-2010/10	10350846
95-ASH-1023/XL	10331727
95-ASK-2005/10	10350873
95-ASK-2005/11	10350866
95-ASK-2005/11	10350875
95-ASK-2005/11.5	10350876
95-ASK-2005/12	10350868
95-ASK-2005/12	10350877
95-ASK-2006/13	10355207
95-ASK-2008/5	10355208
95-ASK-2008/7	10355212
95-ASK-2010/8	10350833
95-ASK-2010/8	10350835
95-ASK-2010/8	10350842
95-ASK-2010/8	10350844
95-ASK-2011/12	10355238
95-ASK-2011/8	10355230
95-ASK-2014/11.5	10349474
95-ASK-2015/13	20000324
95-ASK-2015/8	20000315
95-ASO-1001/29	10260834
95-ASO-1001/30	10260835
95-ASO-1004/29	10293553
95-ASO-1004/33	10293557
95-ASU-0001/0	10328664
95-ASU-0002/M	10328671
95-ASU-0004/2	10328687
95-ASU-0004/8	10328690
95-ASU-1002/4	10328701
95-ASU-1002/6	10328702
95-ATA-1001/OS	10354518
95-ATA-1002/OS	10354519
95-ATA-1003/OS	10354520
95-ATA-3004/OS	10354525
95-ATA-3012/OS	10354523
95-ATG-2001/XL	10355058
95-ATG-2003/L	10355067
95-ATG-2003/M	10355066
95-ATL-1001/L	10347131
95-ATL-1002/M	10347134
95-ATL-1002/XL	10347136
95-ATL-1003/S	10347137
95-ATL-1003/XL	10347140
95-AUA-3001/OS	10336969
95-AUA-3002/OS	10336971
95-AWF-3007/OS	10322188
95-AZM-3011/OS	10298248
95-AZM-3011/S	10313912
74NGG-HP-1099/26	2100000104895
74NGG-MB-1122/XXS	2100000093748
74NGG-MB-1180/25	2100000107056
74NGG-OW-1164/M	2100000102648
74NGG-OW-1178/L	191846059663
74NGG-OW-1178/L	1918460596638
74NGG-OW-1178/L	2100000154678
74NGG-PA-1090/38	2100000158546
74NGG-PA-1090/44	2100000158577
74NGG-UN-1024/25	2100000081882
74NGG-UN-1024/26	2100000081899
74NGG-UN-1032/24	2100000098996
74NGG-UN-1037/XS	2100000099153
74NGG-UN-1037/XXS	2100000371778
74NGG-UN-1041/24	2100000371815
74NGG-UN-1067/29	1918460745678
74NGG-UN-1067/29	2100000162956
